UID;Link;Updated At;Space - Time;Image;Thumbnail URL;Share URL;Language;Title;Description;Details;Tags;Geo Coordinates;Place Name;Address;Department;Region;City;Start Date;End Date;Timetable;Pricing Info;Program UID
11072015;http://openagenda.com/event/table-ronde-je-participes-tu-participes-ils-achetent;2016-10-06T17:29:26+02:00;Petit Auditorium de l'Ecole nationale supérieure d'architecture de Nantes, le vendredi 14 octobre à 17:00;http://cibul.s3.amazonaws.com/event_table-ronde-je-participes-tu-participes-ils-achetent_206051.jpg;http://cibul.s3.amazonaws.com/evtbevent_table-ronde-je-participes-tu-participes-ils-achetent_206051.jpg;;fr;"Table ronde ""Je participe, tu participes...ils ""achètent""?""";Rencontre autour des nouveaux usages, de la participation  et des nouvelles forme de conception des espaces de vie.  En présence d’architectes et maîtres d’ouvrage.;"Que recouvre aujourd’hui la notion de participation ? S’agit-il d’un mot-valise qui irait du projet de société alternatif engageant une vie en commun particulière à l’accession  à la propriété à moindre coût ? Est-elle toujours pertinente, dans le locatif comme dans l’accession ? Qui voudra de la buanderie collective à la relocation ? Et à la revente ? Comment les dernières opérations en construction sur l’Ile de Nantes se sont-elles saisies de ces questions pour les transcrire en dispositifs et en espaces ?

Cette table ronde sera animée par Jean-Louis Violeau, commissaire de l'exposition ""Architectures habitées de l'île de Nantes, 2010 - 2016"", et également sociologue, spécialiste des questions urbaines et d’architecture et enseignant-chercheur.

Ce rencontre est organisée dans le cadre de l'agence des rencontres urbaines qui propose une programme de visites et de rencontres. [Plus d'information sur le site.](http://iledenantes.rencontres-urbaines.fr/programmation/)";table ronde,architecture,logements,usages,conception,espaces partagés,;47.207528, -1.557113;Petit Auditorium de l'Ecole nationale supérieure d'architecture de Nantes;6 quai François Mitterand, 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-10-14;2016-10-14;2016-10-14T17:00:00 2016-10-14T18:30:00;Entrée libre;61985351 30291675 90014930
16116387;http://openagenda.com/event/les-champignons-tuent-encore;2016-10-06T15:54:08+02:00;du vendredi 14 octobre au dimanche 16 octobre à Muséum d'histoire naturelle de nantes;;;;fr;Les champignons tuent encore;Découverte des risques toxicologiques des champignons frais et d'ouvrages rares de mycologie;"Découvrez les risques toxicologiques par des déterminations sur des champignons frais. Parallèlement à cet atelier, la bibliothèque scientifique exposera des ouvrages rares de mycologie. Les ouvrages sélectionnés sont l’œuvre de mycologues prestigieux des siècles passés qui ont marqué l’histoire de la mycologie ; de courtes notices biographiques permettront de retracer l’histoire de cette science encore méconnue.";champignon,mycologie,toxicologie;47.212868, -1.565003;Muséum d'histoire naturelle de nantes;12 Rue Voltaire, 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-10-14;2016-10-16;"2016-10-16T10:00:00 2016-10-16T18:00:00;2016-10-15T10:00:00 2016-10-15T18:00:00;2016-10-14T10:00:00 2016-10-14T18:00:00";"Scolaires (&gt;CE2) sur inscription / Tout public en accès libre";27545135 64984403 31778250 30291675 55712967 22126321
74380458;http://openagenda.com/event/enquete-grandeur-nature-du-poison-dans-nos-assiettes;2016-10-06T15:54:08+02:00;Muséum d'histoire naturelle de nantes, le samedi 15 octobre à 14:00;;;;fr;Enquête grandeur nature « du poison dans nos assiettes ? »;Une enquête sur un empoisonnement;Devenez détectives et élucidez l'enquête qui vous sera confiée entre le Muséum et le village des sciences. Qui est responsable de l'empoisonnement ? Pourquoi ? Au programme de cette animation : rencontres de personnages clés, recueil d'indices, vérification des hypothèses, filatures…;enquête,empoisonnement;47.212868, -1.565003;Muséum d'histoire naturelle de nantes;12 Rue Voltaire, 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-10-15;2016-10-15;2016-10-15T14:00:00 2016-10-15T17:00:00;Tout public à partir de 8 ans - départ du muséum d'histoire naturelle et arrivée au village des sciences (Ecole d'Architecture);27545135 64984403 31778250 30291675 55712967 22126321
45016454;http://openagenda.com/event/a-la-recherche-des-toxiques;2016-10-06T15:54:08+02:00;du vendredi 14 octobre au dimanche 16 octobre à Muséum d'histoire naturelle de nantes;;;;fr;À la recherche des toxiques !;Apprendre à dépister des substances toxiques;En laboratoire, comme dans la vie de tous les jours, il est souvent nécessaire de dépister des substances toxiques. Invisibles, sournoises et dangereuses, elles sont partout. Venez découvrir comment les matériaux les reconnaissent, les détectent et les mettent hors d'état de nuire !;substances toxiques,matériaux;47.212868, -1.565003;Muséum d'histoire naturelle de nantes;12 Rue Voltaire, 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-10-14;2016-10-16;"2016-10-16T10:00:00 2016-10-16T18:00:00;2016-10-15T10:00:00 2016-10-15T18:00:00;2016-10-14T10:00:00 2016-10-14T18:00:00";Scolaires sur inscription / Tout public en accès libre;27545135 64984403 31778250 30291675 55712967 22126321
92264317;http://openagenda.com/event/journee-nationale-de-l-architecture-dans-les-classes-restitution-a-nantes;2016-10-12T12:22:54+02:00;École nationale supérieure d'architecture de Nantes (hall du bâtiment principal), le samedi 15 octobre à 10:00;;;;fr;Journée nationale de l'architecture dans les classes : restitution à Nantes;Expositions et animations autour de l'expérimentation dans les classes de CM2 en Pays de la Loire;"**Le Réseau des maisons de l’architecture organise en Pays de la Loire l’édition pilote de la Journée nationale de l’architecture dans les classes : rendez-vous le 19 novembre 2016 !**

En lançant sa Stratégie nationale de l’architecture, le ministère a fait de la sensibilisation des publics scolaires à l’architecture, et plus généralement à leur cadre de vie, une priorité nationale.  La mesure 2 propose en effet de « Créer une journée nationale de l’architecture dans les classes ».

Pour ce faire, il confie cette année au Réseau des maisons de l’architecture l’expérimentation d’une démarche pédagogique dans les écoles primaires d’une région. L’initiative s’appuie sur les savoir-faire et les pratiques des Maisons de l’architecture, ainsi que sur une étroite collaboration entre architectes et enseignants.

Cette première nationale, se déroulera en novembre 2016 dans les classes de CM2 des Pays de la Loire, sous le pilotage de l’ARDEPA et de la Maison régionale de l’architecture. Le Rectorat et  les acteurs institutionnels nationaux porteurs de la sensibilisation et de la communication de l’architecture y sont étroitement associés : la Fédération nationale des CAUE (Conseil d’Architecture d’Urbanisme et d’Environnement), la Cité de l’architecture et du patrimoine, le collège des directeurs des ENSA et les  Animateurs des Villes &amp; Pays d’Art et d’Histoire.

Le Conseil national et le Conseil régional de l’Ordre des architectes incitent tous les architectes des Pays de la Loire à participer à l’expérimentation « Journée nationale de l’architecture dans les classes » afin de démontrer avec force la portée transdisciplinaire de l’architecture.  Objectifs à atteindre : une généralisation de l’événement dès 2017, et à terme l’inscription de l’architecture dans les programmes scolaires !

**Plusieurs dates et rendez-vous :**

•    Appel aux architectes : mai 2016

•    Appel aux enseignants : septembre 2016

•    Formation des binômes enseignants/architectes : une demi-journée en octobre 2016

•    Journée dans les classes : 2 demi-journées entre le 3 et le 15 novembre 2016

[Restitution publique](http://www.lardepa.com/) : samedi 19 novembre 2016 à l’école nationale supérieure d’architecture de Nantes, avec présentation de maquettes et de cartographies en présence des élèves, des enseignants et des architectes. Animations par le Crédit Mutuel.";,Actions pédagogiques - architecture- enseignants - architectes - sensibilisation - maquettes - cartographies - élèves - Pays de la Loire - Nantes - Ecole nationale d'architecture;47.207528, -1.557113;École nationale supérieure d'architecture de Nantes (hall du bâtiment principal);6 quai François Mitterrand, 44100 Nantes, Loire-Atlantique, Pays de la Loire;Loire-Atlantique;Pays de la Loire;Nantes;2016-10-15;2016-10-15;2016-10-15T10:00:00 2016-10-15T13:30:00;Entrée libre;
50865262;http://openagenda.com/event/talk-de-swann-guillet-ceo-de-magnave;2016-10-14T10:00:48+02:00;Epitech Nantes, le mercredi 26 octobre à 18:00;http://cibul.s3.amazonaws.com/event_talk-de-swann-guillet-ceo-de-magnave_546770.jpg;http://cibul.s3.amazonaws.com/evtbevent_talk-de-swann-guillet-ceo-de-magnave_546770.jpg;;fr;Talk de Swann Guillet, CEO de Magnave;Agence de marketing d'influence;;;47.210298, -1.568163;Epitech Nantes;Rue d'Alger, 44100 Nantes, France;Loire-Atlantique;Pays de la Loire;Nantes;2016-10-26;2016-10-26;2016-10-26T18:00:00 2016-10-26T19:00:00;;44779243 69653526 20017688 75742032 64984403 31778250 69754039 39331700 7454155
75532633;http://openagenda.com/event/gratuit_314;2016-10-17T12:45:12+02:00;MADAME REVE, le vendredi 25 novembre à 20:00;http://cibul.s3.amazonaws.com/event_gratuit_314_634540.jpg;http://cibul.s3.amazonaws.com/evtbevent_gratuit_314_634540.jpg;;fr;GRATUIT;dans le cadre du festival Bar-Bars;"Déroutant et imprévisible : Gratuit ne fait jamais semblant. A découvrir si ce n'est déjà fait. Pour ne jamais oublier.

[https://vimeo.com/125128953](https://vimeo.com/125128953)

[https://www.facebook.com/GRATUIT-178949988635/](https://www.facebook.com/GRATUIT-178949988635/)";Rock;47.214418, -1.555273;MADAME REVE;2 allée Jean Bart, 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-11-25;2016-11-25;2016-11-25T20:00:00 2016-11-25T21:00:00;;32214778 22126321 31778250 74583765 64984403 55712967 30291675 7454155 16338151 63658282 39331700
83430294;http://openagenda.com/event/dj-barbapapa;2016-10-17T12:45:10+02:00;BARABLABLA, le vendredi 25 novembre à 20:00;http://cibul.s3.amazonaws.com/event_dj-barbapapa_119408.jpg;http://cibul.s3.amazonaws.com/evtbevent_dj-barbapapa_119408.jpg;;fr;Dj Barbapapa;dans le cadre du festival Bar-Bars;Dj Barbarpapa en exclusivité au Barablabla le 25 novembre, pour un éklektiktaktok mix unique en son genre. Vinyles only. Des oldies but goodies, des newies but goodies et des inbetweenies sexies, funkies et groovies ! Tous genres, tous styles. Un seul mot d'ordre: la bonne humeur. ( Coq à Light Prod. Nantes).;,mix,vinyles;47.215908, -1.552425;BARABLABLA;4 rue des Chapeliers, 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-11-25;2016-11-25;2016-11-25T20:00:00 2016-11-25T00:00:00;;32214778 74583765 64984403 31778250 22126321 55712967 30291675 16338151 63658282 7454155 39331700
15142580;http://openagenda.com/event/nouch-ma;2016-10-17T12:45:08+02:00;BRADY'S, le vendredi 25 novembre à 20:00;http://cibul.s3.amazonaws.com/event_nouch-ma_256994.jpg;http://cibul.s3.amazonaws.com/evtbevent_nouch-ma_256994.jpg;;fr;Nouch'ma;dans le cadre du festival Bar-Bars;"Nouch'Ma est un duo guitare/violon naviguant entre le swing manouche,balkan,celtique,beat box,électro touch. Ils samplent en live en rejouant par dessus.

[https://soundcloud.com/nouchma-1](https://soundcloud.com/nouchma-1)";musique manouche tzigane & celtique;47.216808, -1.546683;BRADY'S;22 allée Commandant Charcot, 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-11-25;2016-11-25;2016-11-25T20:00:00 2016-11-25T00:00:00;;32214778 74583765 22126321 31778250 64984403 55712967 30291675 16338151 63658282 7454155 39331700
34487448;http://openagenda.com/event/bas-d-plafond;2016-10-17T12:45:06+02:00;TI LICHOUS, le vendredi 25 novembre à 19:30;http://cibul.s3.amazonaws.com/event_bas-d-plafond_203952.jpg;http://cibul.s3.amazonaws.com/evtbevent_bas-d-plafond_203952.jpg;;fr;BAS D'PLAFOND;dans le cadre du festival Bar-Bars;Bas d'Plafond, c'est quelque part entre Babylon Circus et Yves Jamait, ça va de Brassens à la Rue Két', des Karpatt aux Têtes Raides et de Pierre Perret à Mano Solo, en revisitant HK et les saltimbanques...;,Chanson française;47.206577, -1.549125;TI LICHOUS;12 rue Grande Biesse, 44200 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-11-25;2016-11-25;2016-11-25T19:30:00 2016-11-25T00:00:00;;32214778 74583765 22126321 31778250 64984403 55712967 30291675 16338151 63658282 7454155 39331700
88498990;http://openagenda.com/event/terre-happy;2016-10-17T12:45:04+02:00;AU CHAT NOIR, le vendredi 25 novembre à 19:30;http://cibul.s3.amazonaws.com/event_terre-happy_389830.jpg;http://cibul.s3.amazonaws.com/evtbevent_terre-happy_389830.jpg;;fr;Terre Happy;dans le cadre du festival Bar-Bars;"Terre Happy, c'est le savoureux mélange de la chanson française à texte, la culture reggae Gainsbarre et l'esprit rock alternatif des années 80\. Leur musique est festive ou mélancolique, mais toujours dansante.

[https://www.youtube.com/watch?v=HW6xJaqKiek](https://www.youtube.com/watch?v=HW6xJaqKiek)

[https://www.terre-happy.jimdo.com/](https://www.terre-happy.jimdo.com/)";chanson française festive;47.212868, -1.556283;AU CHAT NOIR;13 allée Duguay-Trouin, 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-11-25;2016-11-25;2016-11-25T19:30:00 2016-11-25T21:45:00;;32214778 74583765 22126321 64984403 31778250 55712967 30291675 16338151 63658282 7454155 39331700
45965540;http://openagenda.com/event/ecole-de-musique-de-saint-sebastien_417;2016-10-17T12:45:01+02:00;COUP FOURRE, le vendredi 25 novembre à 19:00;http://cibul.s3.amazonaws.com/event_ecole-de-musique-de-saint-sebastien_417_21077.jpg;http://cibul.s3.amazonaws.com/evtbevent_ecole-de-musique-de-saint-sebastien_417_21077.jpg;;fr;ECOLE DE MUSIQUE DE SAINT SEBASTIEN;dans le cadre du festival Bar-Bars;"Un duo et un trio de saxo, trompette &amp; piano !";Jazz;47.212177, -1.546943;COUP FOURRE;30 rue Fouré, 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-11-25;2016-11-25;2016-11-25T19:00:00 2016-11-25T20:30:00;;32214778 74583765 22126321 64984403 30291675 31778250 55712967 16338151 63658282 7454155 39331700
22531362;http://openagenda.com/event/dj-heron-x_234;2016-10-17T12:44:57+02:00;L'R DE RIEN, le jeudi 24 novembre à 22:00;http://cibul.s3.amazonaws.com/event_dj-heron-x_234_56703.jpg;http://cibul.s3.amazonaws.com/evtbevent_dj-heron-x_234_56703.jpg;;fr;Dj Heron X;dans le cadre du festival Bar-Bars;"Imprégné de la culture afro-américaine depuis toujours, Dj Heron X a animé et réalisé pendant une dizaine d'année plusieurs émissions sur l'antenne de Prun. Longtemps résident au Remorqueur avec ses soirées ""Funky Boat"" et ""Hip Hop Allstars"",  il connait bien les parquets chauffés à blancs ! D'ailleurs il fait souvent appel à d'autres Djs habitués  des soirées nantaises, expert en cassage de nuque (Unkle B) ou en shaker de booty (Tom Select). Ardent diffuseur de la ""Black"" musique du monde entier avec ses vinyles teintés de Funk, de Soul, d'Afro et de HIP HOP, Dj Heron X ne vous laissera pas indifférent sur le dancefloor !";funk,hip-hop;47.212448, -1.556183;L'R DE RIEN;17, rue Kervégan 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-11-24;2016-11-24;2016-11-24T22:00:00 2016-11-24T04:00:00;;32214778 22126321 74583765 64984403 31778250 55712967 30291675 7454155 16338151 63658282 39331700
44184819;http://openagenda.com/event/6-feet-down_536;2016-10-17T12:44:57+02:00;ROAD HOUSE, le jeudi 24 novembre à 22:30;http://cibul.s3.amazonaws.com/event_6-feet-down_536_753507.jpg;http://cibul.s3.amazonaws.com/evtbevent_6-feet-down_536_753507.jpg;;fr;6 Feet Down;dans le cadre du festival Bar-Bars;"Ce trio français va vous botter le cul avec son mélange explosif et mélodique de rockabilly/punk, allié à la puissance d’une contrebasse. Les 3 Vendéens viennent vous faire bouger et passer un bon moment.

[http://6feetdown.com/](http://6feetdown.com/)";,Rockabilly,Punk;47.213108, -1.553823;ROAD HOUSE;3, Quai Turenne 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-11-24;2016-11-24;2016-11-24T22:30:00 2016-11-24T01:30:00;;32214778 74583765 22126321 64984403 31778250 30291675 55712967 16338151 63658282 7454155 39331700
34490519;http://openagenda.com/event/catch-the-keys;2016-10-17T12:44:47+02:00;MACALLAN, le jeudi 24 novembre à 21:00;http://cibul.s3.amazonaws.com/event_catch-the-keys_568111.jpg;http://cibul.s3.amazonaws.com/evtbevent_catch-the-keys_568111.jpg;;fr;Catch the Keys;dans le cadre du festival Bar-Bars;Fort de ses influences pop-jazz (Jamie Cullum, Keith Jarrett etc...), le duo piano-guitare Catch the Keys aime à reprendre les classiques clubbings (Beyonce, Rihanna, Timberlake...) en version jazzy rythmée, histoire de brouiller les pistes et casser les préjugés tout en distillant une ambiance cocooning et feutrée.;jazz pop;47.213177, -1.560413;MACALLAN;1, rue Rameau 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-11-24;2016-11-24;2016-11-24T21:00:00 2016-11-24T00:00:00;;32214778 74583765 22126321 64984403 31778250 55712967 30291675 16338151 63658282 7454155 39331700
99333774;http://openagenda.com/event/bermuda-brass-band-bbb;2016-10-17T12:44:46+02:00;ZYGO BAR, le jeudi 24 novembre à 21:00;http://cibul.s3.amazonaws.com/event_bermuda-brass-band-bbb_758218.jpg;http://cibul.s3.amazonaws.com/evtbevent_bermuda-brass-band-bbb_758218.jpg;;fr;BERMUDA BRASS BAND (BBB);dans le cadre du festival Bar-Bars;"Agitant la rue avec son funk tapageur depuis 2008, le Bermuda Brass Band affine aujourd’hui son répertoire pour la scène… Le BBB est une formation instrumentale nantaise composée de 8 musiciens. Une rythmique au groove puissant soutient la section cuivre dans un esprit de danse, pour proposer des compositions originales funk, jazzy et même rock ! Forts de leurs deux albums autoproduits, le BBB est invité sur les grosses scènes régionales, les festivals d’été et écume à l’année les cafés concerts. L’énergie de la fanfare domestiquée et électrifiée pour un show à ne pas rater.

[https://bermudabrassband.com/videos/](https://bermudabrassband.com/videos/)";,Fanfare,Funk de rue;47.210708, -1.548643;ZYGO BAR;35 rue des Olivettes, 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-11-24;2016-11-24;2016-11-24T21:00:00 2016-11-24T00:00:00;;32214778 74583765 22126321 64984403 31778250 55712967 30291675 16338151 63658282 7454155 39331700
98390572;http://openagenda.com/event/dunkerque_239;2016-10-17T12:44:45+02:00;ARROSOIR, le jeudi 24 novembre à 21:00;http://cibul.s3.amazonaws.com/event_dunkerque_239_332812.jpg;http://cibul.s3.amazonaws.com/evtbevent_dunkerque_239_332812.jpg;;fr;DUNKERQUE;dans le cadre du festival Bar-Bars;"Dunkerque, le groupe, n'a pas grand chose à voir avec Dunkerque, la ville... sauf peut être une chose : la proximité avec l'Angleterre et sa pop bien faite. Vivre Dunkerque, c'est naviguer entre anglais et français, embarquer sa mélancolie, sa joie et son amour sur des arpèges rêveurs glissant le long de riffs majeurs, se courber sur des nappes de claviers laissant une ligne de basse onduler... et se laisser harponner. Lancé en Août 2014 sous sa forme actuelle, Dunkerque regroupe Gwennhaëlle Scotet (Y-Birds), Thomas Bevand (Tiny Scalp, ex Rum Tum Tiddles) et Jean-Félix Picard (Tiny Scalp, ex Moustache Museum).

Pour JD Beauvallet des Inrocks, ""Jamais Dunkerque n'avait été aussi ensoleillée"", c'est pour dire !

[https://youtu.be/4MinROu9dFA](https://youtu.be/4MinROu9dFA)

[http://www.dunkerquemusic.com/#ecouter](http://www.dunkerquemusic.com/#ecouter)";,Fraiche pop;47.214548, -1.554183;ARROSOIR;2 rue de la Paix, 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-11-24;2016-11-24;2016-11-24T21:00:00 2016-11-24T00:00:00;;32214778 22126321 74583765 64984403 31778250 55712967 30291675 7454155 16338151 63658282 39331700
15844330;http://openagenda.com/event/the-shrimps;2016-10-17T12:44:39+02:00;BARABLABLA, le jeudi 24 novembre à 21:00;http://cibul.s3.amazonaws.com/event_the-shrimps_420110.jpg;http://cibul.s3.amazonaws.com/evtbevent_the-shrimps_420110.jpg;;fr;The Shrimps;dans le cadre du festival Bar-Bars;The Shrimps est un trio nantais mélangeant le blues au rock'n'roll, avec une dose de sauce de Louisiane. Un concert électrique vous attend, avec des compositions énergiques et des hommages qui ne manqueront pas de vous faire remuer. (Guitare, chant : Thomas Pichot / Basse : Julien Dubois / Batterie : David Avrit);rock'n'roll blues nantais;47.215908, -1.552425;BARABLABLA;4 rue des Chapeliers, 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-11-24;2016-11-24;2016-11-24T21:00:00 2016-11-24T00:00:00;;32214778 74583765 22126321 64984403 31778250 55712967 30291675 16338151 63658282 7454155 39331700
56470329;http://openagenda.com/event/v_520;2016-10-17T12:44:30+02:00;ANNEXE CAFE, le jeudi 24 novembre à 20:30;http://cibul.s3.amazonaws.com/event_v_520_895113.jpg;http://cibul.s3.amazonaws.com/evtbevent_v_520_895113.jpg;;fr;V;dans le cadre du festival Bar-Bars;"Nouveau projet plus ou moins en solo de Vincent (Rivari'Cha, Quidam Parasite) pour son retour sur la scène de l'Annexe Café.

[https://www.facebook.com/vinz.rivaricha/videos/1411710850210/](https://www.facebook.com/vinz.rivaricha/videos/1411710850210/)";chanson,ex-Rivari'Cha;47.219638, -1.558963;ANNEXE CAFE;36 rue Léon Jamin, 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-11-24;2016-11-24;2016-11-24T20:30:00 2016-11-24T00:00:00;;32214778 74583765 22126321 64984403 31778250 55712967 30291675 16338151 63658282 7454155 39331700
80540816;http://openagenda.com/event/guts;2016-10-17T12:44:30+02:00;MONSIEUR MACHIN, le jeudi 24 novembre à 20:30;http://cibul.s3.amazonaws.com/event_guts_133039.jpg;http://cibul.s3.amazonaws.com/evtbevent_guts_133039.jpg;;fr;GUTS;dans le cadre du festival Bar-Bars;"Il est l'ombre funky du hip hop français. Depuis 27 ans le producteur et beat-digger Guts soigne notre bien-être mental à grands coups de beats groove et tropicaux que ce soit au sein d'Alliance Ethnik ou avec ses compilations les ""Beach Diggin’"". Après trois albums instrumentaux réalisés en solo, ce Parisien installé à Ibiza, est parti en studio à New York et Los Angeles, enregistrer avec des légendes du Hip Hop comme Masta Ace, Grand Puba (Brand Nubian), Murs, des chanteurs comme Coddy Chesnutt ou Patrice et les jeunes talents Leron Thomas, Lorine Chia, Dillon Cooper. Le résultat de ses aventures outre-Atlantique ? L'album ""Hip hop After All"" sorti à l'automne 2014 (Sélection Fip) et une longue tournée avec son live band.

[https://youtu.be/IFc8C5OO89k](https://youtu.be/IFc8C5OO89k)

[http://www.heavenly-sweetness.com/artists/guts](http://www.heavenly-sweetness.com/artists/guts)";Dj set,Hio Hop,Funk'n'more;47.216658, -1.555893;MONSIEUR MACHIN;5 rue Saint-Léonard, 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-11-24;2016-11-24;2016-11-24T20:30:00 2016-11-24T00:00:00;;32214778 22126321 74583765 31778250 64984403 55712967 30291675 7454155 16338151 63658282 39331700
2114244;http://openagenda.com/event/balkanik-project;2016-10-17T12:44:29+02:00;CAFE DE LA RIBINE, le jeudi 24 novembre à 20:00;http://cibul.s3.amazonaws.com/event_balkanik-project_236718.jpg;http://cibul.s3.amazonaws.com/evtbevent_balkanik-project_236718.jpg;;fr;Balkanik Project;dans le cadre du festival Bar-Bars;"Autour de cuivres, de cordes et de thèmes classiques de la musique des Balkans, Dimitri, Costel et leurs camarades de jeux proposent une soirée sous forme de bœuf tzigane pour faire danser la Ribine et emmener tout ce beau monde aux confins de la Roumanie.

[https://www.facebook.com/Balkanik-Project](https://www.facebook.com/Balkanik-Project)";Musique des Balkans;47.223428, -1.554033;CAFE DE LA RIBINE;25, rue Adolphe Moitié 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-11-24;2016-11-24;2016-11-24T20:00:00 2016-11-24T23:00:00;Prix libre;32214778 74583765 22126321 64984403 55712967 31778250 30291675 16338151 63658282 7454155 39331700
5098888;http://openagenda.com/event/dj-brone;2016-10-17T12:44:29+02:00;PICKWICK'S, le jeudi 24 novembre à 20:00;http://cibul.s3.amazonaws.com/event_dj-brone_478049.jpg;http://cibul.s3.amazonaws.com/evtbevent_dj-brone_478049.jpg;;fr;Dj Brone;dans le cadre du festival Bar-Bars;;,mix électro;47.213048, -1.560793;PICKWICK'S;3, rue Rameau 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-11-24;2016-11-24;2016-11-24T20:00:00 2016-11-24T04:00:00;;32214778 22126321 64984403 74583765 31778250 55712967 30291675 7454155 16338151 63658282 39331700
36165788;http://openagenda.com/event/les-quiconques;2016-10-17T12:44:25+02:00;BIRUDEH CAFE, le jeudi 24 novembre à 20:00;http://cibul.s3.amazonaws.com/event_les-quiconques_207473.jpg;http://cibul.s3.amazonaws.com/evtbevent_les-quiconques_207473.jpg;;fr;LES QUICONQUES;dans le cadre du festival Bar-Bars;"Les Quiconques sont de retour au Birudeh café pour le festival Culture Bar-Bars. Les Qui ? Les Conques, non les Quiconques ! Quinconces ? Non, les Quiconques! Un quatuor qui écrit et compose ses chansons en français, un répertoire festif mais pas que !

[http://lesquiconques.wixsite.com/cafetconcerts](http://lesquiconques.wixsite.com/cafetconcerts)";,Pop rock;47.206748, -1.550383;BIRUDEH CAFE;4 quai Hoche, 44200 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-11-24;2016-11-24;2016-11-24T20:00:00 2016-11-24T22:30:00;;32214778 22126321 31778250 74583765 64984403 55712967 30291675 7454155 16338151 63658282 39331700
63350038;http://openagenda.com/event/exposition-collective-au-shaker-mix-dj;2016-10-17T12:44:20+02:00;KIOSKO, le jeudi 24 novembre à 19:00;http://cibul.s3.amazonaws.com/event_exposition-collective-au-shaker-mix-dj_463130.jpg;http://cibul.s3.amazonaws.com/evtbevent_exposition-collective-au-shaker-mix-dj_463130.jpg;;fr;"Dévernissage de l'exposition collective ""Au Shaker"" + mix dj";dans le cadre du festival Bar-Bars;"Dévernissage de « Exposition au shaker ».

Ingrédients: Nicolas Galkowski, Anna Griot, Camille Debray, Jordan Héraud, Colette Travels, Alice Charles, Lucie Caron, Rémi Debray,  Léa Murawiec, Cheyenne Olivier.

Mélangez 10 artistes avec des glaçons et verser dans le verre en filtrant.

Servir au bar le Kiosko 31bis rue la tour d’Auvergne à Nantes

Décor: éventuellement une rondelle de citron sur le bord du verre.

Et vous obtiendrez 'L’exposition au Shaker', un évènement festif et désaltérant.

Mise en musique : BAZANAY : Selector musical dans les lieux festifs de Noaned : Bateau Lavoir, Cour 87, et bien d’autres… Il concocte ici un mezze musical épicé oscillant entre Rares Grooves, Funk, Afro, saupoudré d’électro...";un évènement festif et désaltérant;47.206148, -1.558343;KIOSKO;31 bis, rue de la Tour d'Auvergne 44200 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-11-24;2016-11-24;2016-11-24T19:00:00 2016-11-24T20:00:00;;32214778 74583765 22126321 64984403 31778250 55712967 30291675 16338151 63658282 7454155 39331700
2688341;http://openagenda.com/event/severine-joly-carre-comme-orange;2016-10-17T12:44:14+02:00;du jeudi 24 novembre au samedi 26 novembre à CAFE CULT;http://cibul.s3.amazonaws.com/event_severine-joly-carre-comme-orange_581141.jpg;http://cibul.s3.amazonaws.com/evtbevent_severine-joly-carre-comme-orange_581141.jpg;;fr;"Séverine Joly &gt; Carré comme orange";dans le cadre du festival Bar-Bars;"Matière, forme, couleurs et volume... tels sont les vecteurs de la création vue et vécue par Séverine JOLY, artiste plasticienne nantaise diplômée des Beaux-Arts.

[http://www.carre-comme-orange.com/](http://www.carre-comme-orange.com/)

Exposition du 28/10 au 30/11.";peintures,art abstrait;47.215838, -1.554883;CAFE CULT;2, Rue des Carmes 44000 Nantes;Loire-Atlantique;Pays de la Loire;Nantes;2016-11-24;2016-11-26;"2016-11-24T12:00:00 2016-11-24T00:00:00;2016-11-25T12:00:00 2016-11-25T00:00:00;2016-11-26T12:00:00 2016-11-26T00:00:00";;32214778 74583765 22126321 64984403 31778250 55712967 30291675 16338151 63658282 7454155 39331700
